relative_path,size_bytes,sha256
scripts\72_run_early_lodo_neural_experiment_v2.py,42206,57f12cec9daa03adbc8ee0fba4d2b6db61c499e0f286d673e7c636e9c686628b
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\Philips_B120N10_Baby_Monitor\cache_summary.json,4331,a2f0e6ff308457852d135ceebc7443d7cbf75720de8f3027ab67e8ca402e31e2
results\v2\early_lodo\runs\early_lodo_03_compact_dnn_b0_seed2026\run_result.json,14841,3436d5eb10a8d0b8e0e944b57fdc10325dad5af15df509bbf2f429b65289fafe
results\v2\early_lodo\runs\early_lodo_03_compact_dnn_b0_seed2026\history.csv,2800,4da0b561703ef9969ba03fe4d168e753b46ad859d482abbc7948bc9596d8acc3
results\v2\early_lodo\runs\early_lodo_03_compact_dnn_b0_seed2026\best_model.pt,108513,91922855af588ab1f3afd454e12ce83945aa833af1f30fdf76bdd0350fef6312
results\v2\early_lodo\runs\early_lodo_03_compact_dnn_b0_seed2026\checkpoint.pt,420287,e541bd3496fb4a884a8a8cbbc78ed4df9431459fdeb38bc9b55e68a3cb8e9493
results\v2\early_lodo\runs\early_lodo_03_compact_dnn_b0_seed2026\run_report.txt,1991,fc8aa31b7430d32a6847a23c3dd1144bb9a5f3fa4c867a1c4a3bb3b00b992e05
results\v2\early_lodo\locks\early_lodo_03_compact_dnn_b0_seed2026\lock_summary.json,3247,603540211722ea8af19146689224e80e7e31db5d406cea02a7b1610763d9a378
docs\v2\early_lodo\early_lodo_03_compact_dnn_b0_seed2026_LOCKED.md,1590,6bf58bc5aceaa7fe80e6ca3e8a69485a75ffaedb5c1bb6b197412d41b4b5aeda
