relative_path,size_bytes,sha256
scripts\72_run_early_lodo_neural_experiment_v2.py,42206,57f12cec9daa03adbc8ee0fba4d2b6db61c499e0f286d673e7c636e9c686628b
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\Ecobee_Thermostat\cache_summary.json,4184,883ff122350e4fcb87af156d206b5b0fd31d553a36598377742f2f11e9d90454
results\v2\early_lodo\runs\early_lodo_01_compact_dnn_b0_seed2026\run_result.json,13697,f2f002597edfae13b20760bdb91ec24846ee742da87f9b837541217eb162b66f
results\v2\early_lodo\runs\early_lodo_01_compact_dnn_b0_seed2026\history.csv,2448,ed31fedcfae2b55e4a3c87648174a57d2b574998e8c03094c4961481bd3599c9
results\v2\early_lodo\runs\early_lodo_01_compact_dnn_b0_seed2026\best_model.pt,108513,44358bc3546765f910286cd366dec9bd46bc4c9184757743159494a078822fa9
results\v2\early_lodo\runs\early_lodo_01_compact_dnn_b0_seed2026\checkpoint.pt,419967,5f5b700b9c7903384659ad614d97068fc64e542c180edf200fdcca01a42f49b3
results\v2\early_lodo\runs\early_lodo_01_compact_dnn_b0_seed2026\run_report.txt,1977,0a2f88229ceb21289f1b933859e3f11dde0ecc9b281b6bb05e64a7c2692770bf
results\v2\early_lodo\locks\early_lodo_01_compact_dnn_b0_seed2026\lock_summary.json,3234,08ee518f92416651434c6d361825bfdc0ceeeaeef04c9edf995fd9db3429dbdf
docs\v2\early_lodo\early_lodo_01_compact_dnn_b0_seed2026_LOCKED.md,1578,741324fa0232436e3c5ae4b4fd361356fb53d48302585623dfe922981db9564b
