relative_path,size_bytes,sha256
scripts\72_run_early_lodo_neural_experiment_v2.py,42206,57f12cec9daa03adbc8ee0fba4d2b6db61c499e0f286d673e7c636e9c686628b
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\SimpleHome_XCS7_1003_WHT_Security_Camera\cache_summary.json,4487,a18845402514dda248cc5002268c939fd268d29ca4afaa295d7fd6e01657d8bc
results\v2\early_lodo\runs\early_lodo_08_tinyml_mlp_b0_seed2026\run_result.json,14808,877df1f2ce2ca9674327286ac7bc38b675d7412c9fd3c684b8c59e38c02061fe
results\v2\early_lodo\runs\early_lodo_08_tinyml_mlp_b0_seed2026\history.csv,2815,f183c84e792274400a5081c01c864d5d211c23b22dde4119c26bf0b513c13d54
results\v2\early_lodo\runs\early_lodo_08_tinyml_mlp_b0_seed2026\best_model.pt,45149,1d8a44552598d1e2be38a1bf9ab469c8e43cb62f1aea703ab740a552b47f225b
results\v2\early_lodo\runs\early_lodo_08_tinyml_mlp_b0_seed2026\checkpoint.pt,166497,e01c135b3788e011e52e58816e86294ea792dbf90e2e16d4f9a39a820c295848
results\v2\early_lodo\runs\early_lodo_08_tinyml_mlp_b0_seed2026\run_report.txt,2000,4f1fb9030653bb3acc534666f854cf24f5b879508c2be7d700730414f6a9963b
results\v2\early_lodo\locks\early_lodo_08_tinyml_mlp_b0_seed2026\lock_summary.json,3257,9891488d18052cb7a6007fde6a9aa8688704a499bb4afecaaf5649d81afc845f
docs\v2\early_lodo\early_lodo_08_tinyml_mlp_b0_seed2026_LOCKED.md,1593,9fbb3a525ac140632ee618b41b8e9714c2b7dc6c2180df69a371d5a58ffe1807
