relative_path,size_bytes,sha256
scripts\72_run_early_lodo_neural_experiment_v2.py,42206,57f12cec9daa03adbc8ee0fba4d2b6db61c499e0f286d673e7c636e9c686628b
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\Provision_PT_737E_Security_Camera\cache_summary.json,4392,dc5bbbae03228603a9d93e9785eb9f1544d2175e9002e0ef6d1d831f5ef302e1
results\v2\early_lodo\runs\early_lodo_04_tinyml_mlp_b0_seed2026\run_result.json,13675,2937b206465b85b4b58de656ab0f22194acc8b1c6338eb31c37f3080b304edd3
results\v2\early_lodo\runs\early_lodo_04_tinyml_mlp_b0_seed2026\history.csv,2459,65035ab8557e616f3609ad4db651d10e60a7155cf2596756f6e7f4ee7ee3ea30
results\v2\early_lodo\runs\early_lodo_04_tinyml_mlp_b0_seed2026\best_model.pt,45149,51682bbacfdf7efb93ad0e0e3f4e15a36258743d164f7bdac9544c90da5d8c30
results\v2\early_lodo\runs\early_lodo_04_tinyml_mlp_b0_seed2026\checkpoint.pt,166177,7f8c43edfe67e1db01a2e007b8edb7a66b97b72a210d0b546d8d8b2364e25fb0
results\v2\early_lodo\runs\early_lodo_04_tinyml_mlp_b0_seed2026\run_report.txt,1991,a9ee3390194cdb3fa16b8d3c64d931e560db93a88b907dc6bb276a3474d2386b
results\v2\early_lodo\locks\early_lodo_04_tinyml_mlp_b0_seed2026\lock_summary.json,3248,4f86db09036a4af53bf8b1878545b275a2daf90369451762bfe2a795075defff
docs\v2\early_lodo\early_lodo_04_tinyml_mlp_b0_seed2026_LOCKED.md,1584,e5fed0e908953c3d0a22d4ba7f1f238b3b6f291f744374ca8db08005358dd117
