relative_path,size_bytes,sha256
scripts\75_run_early_lodo_hgb_experiment_v2.py,37466,23ca92521c69aa8544cbbb9cabba0cfe2e3b168e82077bb5cd9de5c5e7f5988c
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\Philips_B120N10_Baby_Monitor\cache_summary.json,4331,a2f0e6ff308457852d135ceebc7443d7cbf75720de8f3027ab67e8ca402e31e2
results\v2\early_lodo\runs\early_lodo_03_hist_gradient_boosting_b0_seed2026\run_result.json,8727,21fd7135f7dc14317908a765df71527acb38bb9e5c8bb7140442bf1d0d320d02
results\v2\early_lodo\runs\early_lodo_03_hist_gradient_boosting_b0_seed2026\run_report.txt,2414,03b43d0b1ae5292793e2ad693309b95dccc4eb24ca1c95dbe22e4773368bd417
results\v2\early_lodo\runs\early_lodo_03_hist_gradient_boosting_b0_seed2026\model.joblib,961840,e95fac27000b182b9a8515a81b8874836409053b66961eea8ab722a6b923af6e
results\v2\early_lodo\runs\early_lodo_03_hist_gradient_boosting_b0_seed2026\validation_predictions.npy,211106,adef873e089d78a77dac778857149bfaa83a3e6019078d425ac995746f003871
results\v2\early_lodo\runs\early_lodo_03_hist_gradient_boosting_b0_seed2026\validation_probabilities.npy,2531864,eedbf4a98133462e222077788f64f44b7744711cf21ed548a0142242819b0528
results\v2\early_lodo\runs\early_lodo_03_hist_gradient_boosting_b0_seed2026\test_predictions.npy,1076064,09930b6ca96ddf0c60c30dfc38381afd7478375c4776c8733e385ab1c24d1cde
results\v2\early_lodo\runs\early_lodo_03_hist_gradient_boosting_b0_seed2026\test_probabilities.npy,12911360,9fcd4e9d58d7801cd379128c0dc4bb34b5f1be78be8332c7e9a33cc2b58b94bd
results\v2\early_lodo\runs\early_lodo_03_hist_gradient_boosting_b0_seed2026\execution_state.json,669,fa56b7a5e503179b7f81e19f55182501f58e2e1f538f327cf55d0c6ab985712d
results\v2\early_lodo\locks\early_lodo_03_hist_gradient_boosting_b0_seed2026\lock_summary.json,3560,0b1b732a54bfff71c1f29464431a038e0c71b96eae028797db821673583c4eb6
docs\v2\early_lodo\early_lodo_03_hist_gradient_boosting_b0_seed2026_LOCKED.md,1912,f62c072ac15e9cdfe7db5e7d493b474ee9c1dc6fde1c5bcfeae9efcb481976d7
