relative_path,size_bytes,sha256
scripts\75_run_early_lodo_hgb_experiment_v2.py,37466,23ca92521c69aa8544cbbb9cabba0cfe2e3b168e82077bb5cd9de5c5e7f5988c
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\SimpleHome_XCS7_1003_WHT_Security_Camera\cache_summary.json,4487,a18845402514dda248cc5002268c939fd268d29ca4afaa295d7fd6e01657d8bc
results\v2\early_lodo\runs\early_lodo_08_hist_gradient_boosting_b0_seed2026\run_result.json,8734,ba77e146e182209ccfb0b4a2418e3ebbf7169e1ceed191c16d37adc909f1c4dc
results\v2\early_lodo\runs\early_lodo_08_hist_gradient_boosting_b0_seed2026\run_report.txt,2426,bff093caff42d56dd47f04914ec3302e37c7a95cdf9069063bc360f2f0b85f20
results\v2\early_lodo\runs\early_lodo_08_hist_gradient_boosting_b0_seed2026\model.joblib,939792,0e99bf6492a84dba4db1c5d721135a563d4e111aa2f2430025865d4d4fd151cb
results\v2\early_lodo\runs\early_lodo_08_hist_gradient_boosting_b0_seed2026\validation_predictions.npy,246636,44e8a4991fdbff566e7fdd869f1f1e85d92fb904931e30f165532c2e8196b4b9
results\v2\early_lodo\runs\early_lodo_08_hist_gradient_boosting_b0_seed2026\validation_probabilities.npy,2958224,5d6e3fe0d3e46690d26995ff7d950df278bb6ce840299105ee396dfcb6358bf0
results\v2\early_lodo\runs\early_lodo_08_hist_gradient_boosting_b0_seed2026\test_predictions.npy,836454,02f7046a97e3a6dc774f0a028f8d3f596efd6cfa92cb27b72fc56a2d240ee09f
results\v2\early_lodo\runs\early_lodo_08_hist_gradient_boosting_b0_seed2026\test_probabilities.npy,10036040,b1f71a96bb625f69a66aa7ad89256e98a0550dfd6fe9c052ad79210340d2ff5a
results\v2\early_lodo\runs\early_lodo_08_hist_gradient_boosting_b0_seed2026\execution_state.json,668,887171cfe132e49d9cda157c88eb8db14367c5d244da15902c169b62adf2b107
results\v2\early_lodo\locks\early_lodo_08_hist_gradient_boosting_b0_seed2026\lock_summary.json,3572,62edbc2c06e0928b731213e4be0caabf18ac3349d85174e06c15baa81232dd36
docs\v2\early_lodo\early_lodo_08_hist_gradient_boosting_b0_seed2026_LOCKED.md,1924,f001a3cc22e57401a33cef08802e2f9bf9224827307d85142ac97908b3371c9d
