relative_path,size_bytes,sha256
scripts\72_run_early_lodo_neural_experiment_v2.py,42206,57f12cec9daa03adbc8ee0fba4d2b6db61c499e0f286d673e7c636e9c686628b
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\Ennio_Doorbell\cache_summary.json,4136,48a0f63aefc946921d232de741c055cd8a1b39c8cb535845876a3cb4663aecb2
results\v2\early_lodo\runs\early_lodo_02_compact_dnn_b0_seed2026\run_result.json,14608,f93e2fe841ee5dd6198d042b70b1fa30490364d472a5efbfb8cc02e7ce61c583
results\v2\early_lodo\runs\early_lodo_02_compact_dnn_b0_seed2026\history.csv,2790,21f0007bf2e3392c3af56a40d9bac86389ff36f73efcfb57ac562864647b377f
results\v2\early_lodo\runs\early_lodo_02_compact_dnn_b0_seed2026\best_model.pt,108513,1ed29eeafda1dc2c7866bc3956914ef6ea5d6087219734977b3bff85f27abaef
results\v2\early_lodo\runs\early_lodo_02_compact_dnn_b0_seed2026\checkpoint.pt,420287,5c16036649f5a6d76c982cba62369aa00e2062f9b088cb435709034c4ee99e0b
results\v2\early_lodo\runs\early_lodo_02_compact_dnn_b0_seed2026\run_report.txt,1913,a46e9df1d84137420ee6f2882d22bd4d814757324c286b0bccacf105b127d20f
results\v2\early_lodo\locks\early_lodo_02_compact_dnn_b0_seed2026\lock_summary.json,3217,0022ae441cdac5066f690b9c45963e5eaa5104acf2790a364ce20bbe24b17927
docs\v2\early_lodo\early_lodo_02_compact_dnn_b0_seed2026_LOCKED.md,1560,e185c889301a0ae88cc9e039c8e5fbdde9249944067853bdee6ad91749b0d39a
