relative_path,size_bytes,sha256
scripts\75_run_early_lodo_hgb_experiment_v2.py,37466,23ca92521c69aa8544cbbb9cabba0cfe2e3b168e82077bb5cd9de5c5e7f5988c
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\Provision_PT_838_Security_Camera\cache_summary.json,4382,ca5f2e68d150ff752ef7d551252912c52ccfe48f0c1fa6c1a1e3fe5bb6bf1f3e
results\v2\early_lodo\runs\early_lodo_05_hist_gradient_boosting_b0_seed2026\run_result.json,8624,57cc58ab95c8cbad11fc6ae156d61b5094acebb9a7038791bc9aad3acd644c7f
results\v2\early_lodo\runs\early_lodo_05_hist_gradient_boosting_b0_seed2026\run_report.txt,2370,53e5b77ce0fb1e1d41867528ce842edf49d183f8aa948b492becadd8141f3072
results\v2\early_lodo\runs\early_lodo_05_hist_gradient_boosting_b0_seed2026\model.joblib,978736,0421aba94bdd288a52cc3ad7c2cf0987d0ebab17c450069eca3474f5d6a5d4fc
results\v2\early_lodo\runs\early_lodo_05_hist_gradient_boosting_b0_seed2026\validation_predictions.npy,249230,53cface59e7e904feeb8088c9edda8d67b93113736983363b0ddba9815095c1b
results\v2\early_lodo\runs\early_lodo_05_hist_gradient_boosting_b0_seed2026\validation_probabilities.npy,2989352,aad5be5c226b54bec92e0d0a8037cfa4f19b735502ac679f7d4e858f1d3372ad
results\v2\early_lodo\runs\early_lodo_05_hist_gradient_boosting_b0_seed2026\test_predictions.npy,820170,deb3b77f5bf213e3512ff18f5dae7a9237e776e2aca5b0c475fd7eeed882f09d
results\v2\early_lodo\runs\early_lodo_05_hist_gradient_boosting_b0_seed2026\test_probabilities.npy,9840632,8b0b681bd510537f13b041c44ce199fec8730b16c163046e921092577fdaf6b5
results\v2\early_lodo\runs\early_lodo_05_hist_gradient_boosting_b0_seed2026\execution_state.json,668,9acef132c901b0dd270e6cf136876fb683725b7a9d9896c9139132445aca9136
results\v2\early_lodo\locks\early_lodo_05_hist_gradient_boosting_b0_seed2026\lock_summary.json,3546,df65c1bf1a51f5cd2a2a3407da9d04a89c21f41f702e92a2db0050564ee1cfa3
docs\v2\early_lodo\early_lodo_05_hist_gradient_boosting_b0_seed2026_LOCKED.md,1898,f314828f3f439b62fd3427c1c294179426e7609f6e1c62d13383074cfd3597f0
