relative_path,size_bytes,sha256
scripts\72_run_early_lodo_neural_experiment_v2.py,42206,57f12cec9daa03adbc8ee0fba4d2b6db61c499e0f286d673e7c636e9c686628b
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\Danmini_Doorbell\cache_summary.json,4174,e76ddbde19dc26b8fed2157d70f73080c75ad68c80c46a44a5b552dfbe7adbbf
results\v2\early_lodo\runs\early_lodo_00_tinyml_mlp_b0_seed2026\run_result.json,12533,c49fcbf061f7d7d96a67d1ce9a2130ec012504c72e1ca17da8caa2568683bbc6
results\v2\early_lodo\runs\early_lodo_00_tinyml_mlp_b0_seed2026\history.csv,2117,88ed1faf0d318c8383f6ed024a3aa73211724f1fc5737ca064450dbd6e9f770b
results\v2\early_lodo\runs\early_lodo_00_tinyml_mlp_b0_seed2026\best_model.pt,45213,994077315a832e293267079fd032889e0965bbe8041b1ef49df70b8c6fddb1a5
results\v2\early_lodo\runs\early_lodo_00_tinyml_mlp_b0_seed2026\checkpoint.pt,165921,4250115b664e747884486da3ee0a2ed4c879c29c376b8f2aed640925d494ab80
results\v2\early_lodo\runs\early_lodo_00_tinyml_mlp_b0_seed2026\run_report.txt,1970,adb6ed164adb2653086928a9ad0cb54b2ea1b57efc4bdcdc56472e13dd4a7112
results\v2\early_lodo\locks\early_lodo_00_tinyml_mlp_b0_seed2026\lock_summary.json,3229,773470aa66866163a74df834d3c2f89502daddf1bf68bcec2a88fe6ec20badef
docs\v2\early_lodo\early_lodo_00_tinyml_mlp_b0_seed2026_LOCKED.md,1566,8621d3c0f9f071487db8e9a9bc5310bec6d1ccbeac4ab20740e5610b6600fa58
