relative_path,size_bytes,sha256
scripts\75_run_early_lodo_hgb_experiment_v2.py,37466,23ca92521c69aa8544cbbb9cabba0cfe2e3b168e82077bb5cd9de5c5e7f5988c
results\v2\audit\early_lodo_protocol_locked_v2.json,6451,12478b426af898c9be6bedf8238e6fd7fff837b0e3390a8c1812247ce721cc08
results\v2\audit\early_lodo_run_matrix_v2.csv,5960,ddf63e29eb30e21d7e30e28e365693c053879ae24d1caa5454d31f2ec536fcef
data\processed\early_lodo_fold_cache_v2\Samsung_SNH_1011_N_Webcam\cache_summary.json,4279,13e3f0c69cc27f6da2eafc807de96ac152404d8a17347eb5666ad352b263497b
results\v2\early_lodo\runs\early_lodo_06_hist_gradient_boosting_b0_seed2026\run_result.json,8485,4c1a57b885b0d6eab7cb41d4b95a6f4689077f0598dc8de48d69b58ca2d57862
results\v2\early_lodo\runs\early_lodo_06_hist_gradient_boosting_b0_seed2026\run_report.txt,2332,5c4915421bd180e2793286fa2cbf75826ed114fbb5dfab9dabb103ff8e0896d5
results\v2\early_lodo\runs\early_lodo_06_hist_gradient_boosting_b0_seed2026\model.joblib,970624,fccee58218da092066f8d1c4da68dc9b38f33bf7f1cebf1a23d51e079638a6d1
results\v2\early_lodo\runs\early_lodo_06_hist_gradient_boosting_b0_seed2026\validation_predictions.npy,318283,0721dc454c146b8bb7cf42a9f2d74add45611d60ea195164f64d16913d80b8d6
results\v2\early_lodo\runs\early_lodo_06_hist_gradient_boosting_b0_seed2026\validation_probabilities.npy,3817988,aadd4176f805892fb859f9097883fbe88b4cd1756bf9396e9292b22f7ac78124
results\v2\early_lodo\runs\early_lodo_06_hist_gradient_boosting_b0_seed2026\test_predictions.npy,359496,e3bb469f803fadf388dff1e4500ecc9871f79c0f6669c70c4eb8d53f25e2c3e2
results\v2\early_lodo\runs\early_lodo_06_hist_gradient_boosting_b0_seed2026\test_probabilities.npy,4312544,c7ec78b336e6deed8f5c5814ad0557885ccb3c6a5ab4508ee235cc1776cde06d
results\v2\early_lodo\runs\early_lodo_06_hist_gradient_boosting_b0_seed2026\execution_state.json,670,64a380e35ebf72f4e9d17a962374ba1981a6bc15044793ec1c1b3e1c0499e97b
results\v2\early_lodo\locks\early_lodo_06_hist_gradient_boosting_b0_seed2026\lock_summary.json,3540,736f5b54976911227465d1e2142d80f73449b8a718ea8af11a07ce761eca5c18
docs\v2\early_lodo\early_lodo_06_hist_gradient_boosting_b0_seed2026_LOCKED.md,1892,ef8257278b149d7f8bf1e848172c55c022be009f1f68484760aa3781e6b70823
